game_id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_teamname,team2_teamname,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team1_pt_career_overall_wins,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team2_pt_career_overall_wins,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_ap_preseason,team2_ap_preseason,team1_coaches_final,team2_coaches_final,team1_ap_final,team2_ap_final
2022-1124-1461,1124,1461,2022,1,12,W01,W12a,1,12,W,W,R3W1,philadelphia,39.95,-75.1667,Baylor,Wyoming,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,jeff-linder-1,Jeff Linder,0.0,0.0,0.0,0.0,0.0,0.0,39,19,69,25,8,25,8,119,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,54.4739429695182,32.96853625171,72.4884080370943,5.75916230366492,48.3420593368237,30.3448275862069,72.7668845315904,8.45624385447394,41.8192219679634,38.7493319080706,43.7735849056604,42.3772609819121,0.0563137747681711,0.0781877203392789,68.5501,67.2399,111.13,117.874,92.7023,91.5576,66.1084,66.0396,107.367,110.159,97.9249,97.0693,31.545956,-97.119359,41.311943,-105.57204,8.0,,8.0,,4.0,,4.0,
2022-1124-1231,1124,1231,2022,1,12,W01,W12b,1,12,W,W,R3W1,philadelphia,39.95,-75.1667,Baylor,Indiana,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,mike-woodson-1,Mike Woodson,0.0,0.0,0.0,0.0,0.0,0.0,20,13,13,20,13,20,13,20,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,51.4487079091621,33.8926174496644,69.9044585987261,14.4493392070485,43.4361233480176,32.6343381389253,76.1168384879725,7.04776820673453,31.8206086492258,40.200210748156,57.3923166472643,47.9784366576819,0.0833746898263027,0.0974910394265233,68.5501,67.2399,111.13,117.874,92.7023,91.5576,67.8765,66.99,103.985,107.5,95.8817,92.567,31.545956,-97.119359,39.166383,-86.526904,8.0,,8.0,,4.0,,4.0,
2022-1124-1103,1124,1103,2022,1,13,W01,W13,1,13,W,W,R3W1,philadelphia,39.95,-75.1667,Baylor,Akron,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,john-groce-1,John Groce,0.0,3.0,0.0,1.0,0.0,0.0,94,58,189,24,9,24,9,274,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,52.3961661341853,35.5654761904762,69.1950464396285,8.71143375680581,47.7313974591652,34.8408710217755,70.1793721973094,7.24174653887114,41.7132216014898,35.138316656857,48.8372093023256,40.3269754768392,0.0855841115614066,0.0835703677599617,68.5501,67.2399,111.13,117.874,92.7023,91.5576,63.8375,62.1055,107.883,106.144,99.9619,102.656,31.545956,-97.119359,41.077768,-81.510328,8.0,,8.0,,4.0,,4.0,
2022-1124-1463,1124,1463,2022,1,14,W01,W14,1,14,W,W,R4W1,philadelphia,39.95,-75.1667,Baylor,Yale,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,james-jones-3,James Jones,2.0,2.0,0.0,0.0,0.0,0.0,351,291,291,18,11,18,11,351,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,50.484496124031,32.8257191201354,73.5459662288931,9.17525773195876,51.2371134020619,30.2533532041729,67.9389312977099,9.68992248062015,36.4140480591497,40.8897014015844,46.5734265734266,48.1428571428571,0.08491120335096,0.10209561355294,68.5501,67.2399,111.13,117.874,92.7023,91.5576,70.3417,68.7074,101.907,101.818,98.7399,99.8422,31.545956,-97.119359,41.310189,-72.92886,8.0,,8.0,,4.0,,4.0,
2022-1124-1389,1124,1389,2022,1,15,W01,W15,1,15,W,W,R4W1,philadelphia,39.95,-75.1667,Baylor,St Peter's,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,shaheen-holloway-1,Shaheen Holloway,0.0,0.0,0.0,0.0,0.0,0.0,61,53,53,19,11,19,11,61,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,45.9165154264973,34.7916666666667,68.4654300168634,14.6090534979424,44.0329218106996,29.4223826714801,73.482428115016,13.1578947368421,30.3413400758533,36.3040629095675,51.5601783060921,51.6074450084602,0.10863368797279,0.105046726577462,68.5501,67.2399,111.13,117.874,92.7023,91.5576,67.0262,65.9923,98.7557,98.7475,92.3289,94.4745,31.545956,-97.119359,40.727105,-74.071541,8.0,,8.0,,4.0,,4.0,
2022-1124-1313,1124,1313,2022,1,16,W01,W16,1,16,W,W,R1W1,fort_worth,32.74,-97.36,Baylor,Norfolk St,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,robert-jones-1,Robert Jones,1.0,1.0,0.0,0.0,0.0,0.0,166,125,125,24,6,24,6,166,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,51.340206185567,34.5018450184502,69.5431472081218,10.1714285714286,46.2857142857143,29.2717086834734,64.7834274952919,9.89690721649485,35.8465608465608,44.9339207048458,47.5912408759124,54.071661237785,0.085129862452213,0.0840788764960128,68.5501,67.2399,111.13,117.874,92.7023,91.5576,70.4806,66.9641,103.718,102.423,93.6633,102.277,31.545956,-97.119359,36.8487,-76.2625,8.0,,8.0,,4.0,,4.0,
2022-1124-1242,1124,1242,2022,1,1,W01,X01,1,1,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Kansas,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,bill-self-1,Bill Self,17.0,22.0,10.0,13.0,3.0,3.0,550,124,229,28,6,28,6,757,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,54.5115585384042,35.5263157894737,72.4397590361446,10.4988830975428,47.8778853313477,30.0859598853868,70.7231040564374,7.82997762863535,33.7777777777778,34.1989220970113,53.9014373716632,47.4794841735053,0.0912186370554791,0.09749514877948,68.5501,67.2399,111.13,117.874,92.7023,91.5576,69.5494,69.1275,111.605,119.388,97.191,93.9009,31.545956,-97.119359,38.957351,-95.24587,8.0,3.0,8.0,3.0,4.0,3.0,4.0,3.0
2022-1124-1120,1124,1120,2022,1,2,W01,X02,1,2,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Auburn,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,bruce-pearl-1,Bruce Pearl,2.0,10.0,1.0,5.0,1.0,1.0,165,97,196,27,5,27,5,396,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,51.8821603927987,32.059186189889,73.2503888024883,21.0307564422278,42.5602660016625,31.2408759124088,72.9071537290715,10.1472995090016,39.8917855386129,36.2817796610169,52.1252796420582,48.7603305785124,0.121029395929794,0.102508883385377,68.5501,67.2399,111.13,117.874,92.7023,91.5576,71.398,70.0425,108.347,113.579,92.1279,89.1052,31.545956,-97.119359,32.600201,-85.492409,8.0,22.0,8.0,22.0,4.0,7.0,4.0,8.0
2022-1124-1458,1124,1458,2022,1,3,W01,X03,1,3,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Wisconsin,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,greg-gard-1,Greg Gard,4.0,4.0,2.0,2.0,0.0,0.0,143,77,77,24,7,24,7,143,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,48.9270386266094,31.2024353120244,74.1935483870968,7.48065348237317,49.8710232158212,32.2635135135135,68.0412371134021,9.01287553648069,36.059275521405,33.7321937321937,44.258064516129,46.0440985732815,0.0787864958024573,0.0691783865582552,68.5501,67.2399,111.13,117.874,92.7023,91.5576,67.1476,66.4871,105.178,110.35,98.919,94.757,31.545956,-97.119359,43.073858,-89.405356,8.0,,8.0,,4.0,14.0,4.0,14.0
2022-1124-1344,1124,1344,2022,1,4,W01,X04,1,4,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Providence,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,ed-cooley-1,Ed Cooley,5.0,5.0,0.0,0.0,0.0,0.0,219,140,209,25,5,25,5,311,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,49.566055930569,34.2723004694836,72.6006191950464,9.85178727114211,46.6434176111595,31.2210200927357,70.9129511677282,9.93249758919962,38.126491646778,36.0646599777035,54.0245566166439,46.2686567164179,0.0747603398872406,0.0896133875469573,68.5501,67.2399,111.13,117.874,92.7023,91.5576,66.0606,65.2257,106.471,111.928,99.604,98.0488,31.545956,-97.119359,41.844064,-71.43792,8.0,,8.0,,4.0,13.0,4.0,13.0
2022-1124-1234,1124,1234,2022,1,5,W01,X05,1,5,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Iowa,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,fran-mccaffery-1,Fran Mccaffery,5.0,10.0,0.0,0.0,0.0,0.0,241,161,338,25,9,25,9,492,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,52.5373134328358,37.0760233918129,75.226586102719,11.5118956254797,49.9616270145817,33.155792276964,70.7635009310987,7.38805970149254,38.9521640091116,36.5628042843233,53.6728697355534,54.5555555555556,0.102021244057833,0.0750644112783241,68.5501,67.2399,111.13,117.874,92.7023,91.5576,70.4292,69.653,118.372,121.846,101.111,98.7669,31.545956,-97.119359,41.660695,-91.535698,8.0,,8.0,,4.0,19.0,4.0,16.0
2022-1124-1261,1124,1261,2022,1,6,W01,X06,1,6,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,LSU,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,will-wade-1,Will Wade,2.0,4.0,1.0,1.0,0.0,0.0,108,53,98,22,11,22,11,199,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,50.4293520686963,31.858407079646,73.2198142414861,14.8148148148148,47.7366255144033,27.9661016949153,68.9855072463768,8.82123341139735,34.6094946401225,45.9399332591769,48.7238979118329,53.9568345323741,0.155824250681199,0.0974965940054496,68.5501,67.2399,111.13,117.874,92.7023,91.5576,70.6956,68.6625,102.61,107.618,89.6727,88.5294,31.545956,-97.119359,30.414805,-91.169552,8.0,,8.0,,4.0,,4.0,
2022-1124-1425,1124,1425,2022,1,7,W01,X07,1,7,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,USC,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,andy-enfield-1,Andy Enfield,3.0,4.0,1.0,2.0,0.0,0.0,183,117,145,26,7,26,7,224,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,50.0753012048193,35.4166666666667,66.5562913907285,11.2462006079027,41.6413373860182,33.6690647482014,71.2665406427221,8.28313253012048,31.9672131147541,34.5599204375932,52.8216704288939,50.0,0.0753425802604669,0.0945125858888697,68.5501,67.2399,111.13,117.874,92.7023,91.5576,67.4471,66.0539,106.564,110.464,96.9625,96.0198,31.545956,-97.119359,34.021058,-118.283858,8.0,,8.0,,4.0,22.0,4.0,22.0
2022-1124-1361,1124,1361,2022,1,8,W01,X08,1,8,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,San Diego St,scott-drew-1,Scott Drew,9.0,9.0,5.0,5.0,1.0,1.0,398,221,232,26,6,26,6,418,brian-dutcher-1,Brian Dutcher,2.0,2.0,0.0,0.0,0.0,0.0,119,39,39,23,8,23,8,119,53.5037098103875,34.5578231292517,69.7841726618705,9.56140350877193,49.4736842105263,29.9373040752351,70.0836820083682,7.33718054410552,37.7310061601643,35.8830146231721,56.1461794019934,55.4966887417219,0.128090117302386,0.0935693764691187,46.5928449744463,35.755258126195,69.4915254237288,14.3559488692232,43.0678466076696,30.3656597774245,67.2619047619048,8.26235093696763,30.8190925162051,38.2138517618469,49.7275204359673,51.033386327504,0.113847569391198,0.0873485661708327,68.5501,67.2399,111.13,117.874,92.7023,91.5576,65.2321,65.3148,99.3087,104.091,87.9036,85.9471,31.545956,-97.119359,32.77525,-117.071228,8.0,,8.0,,4.0,,4.0,
